"frequency";"partialQEP"
"1";"Aggregate [count(1) AS count(1)#383006L]
+- Project
   +- Filter ((((isnotnull(dueDate#78770) && isnotnull(completed#78772)) && (cast(dueDate#78770 as int) < 0)) && (cast(completed#78772 as int) = 0)) && parentId#78776 IN (136022368,136022428,136022430,136022431,136022422,136022424,136022426,136391902))
      +- LogicalRDD [id#78761, onlineId#78762, localId#78763, revision#78764, createdAt#78765, updatedAt#78766, syncState#78767, deletedLocally#78768, title#78769, dueDate#78770, starred#78771, completed#78772, completedAt#78773, completedById#78774, assigneeId#78775, parentId#78776, createdById#78777, type#78778, lastKnownApiState#78779, recurrenceType#78780, recurrenceCount#78781], false
"
"1";"Sort [lastTouched#11313 DESC NULLS LAST], true
+- Project [_id#11301, canonicalName#11302, CASE WHEN (canonicalName#11302 = ^f) THEN 0 WHEN (canonicalName#11302 = ^^out) THEN 0 WHEN (canonicalName#11302 = ^i) THEN 0 WHEN (canonicalName#11302 = ^r) THEN 0 WHEN (canonicalName#11302 = ^b) THEN 0 WHEN (canonicalName#11302 = ^all) THEN 0 WHEN (canonicalName#11302 = ^u) THEN 0 WHEN (canonicalName#11302 = ^k) THEN 0 WHEN (canonicalName#11302 = ^s) THEN 0 WHEN (canonicalName#11302 = ^t) THEN 0 WHEN (canonicalName#11302 = ^g) THEN 0 WHEN (canonicalName#11302 = ^io_im) THEN 0 WHEN (canonicalName#11302 = ^iim) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_personal) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_social) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_promo) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_notification) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_group) THEN 0 ELSE name#11303 END AS name#844582, numConversations#11304, numUnreadConversations#11305, numUnseenConversations#11314, color#11306, systemLabel#11307, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, lastTouched#11313, lastMessageTimestamp#11315, CASE WHEN (cast(systemLabel#11307 as int) = 0) THEN canonicalName#11302 ELSE systemLabelOrder#11308 END AS sortOrder#844583]
   +- Filter (((((isnotnull(hidden#11309) && isnotnull(lastTouched#11313)) && (NOT (canonicalName#11302 = ) || NOT (name#11303 = ))) && (cast(hidden#11309 as int) = 0)) && NOT (cast(lastTouched#11313 as int) = 0)) && (cast(lastTouched#11313 as int) < 0))
      +- LogicalRDD [_id#11301, canonicalName#11302, name#11303, numConversations#11304, numUnreadConversations#11305, color#11306, systemLabel#11307, systemLabelOrder#11308, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, visibility#11312, lastTouched#11313, numUnseenConversations#11314, lastMessageTimestamp#11315], false
"
"1";"Aggregate [max(_id#2692) AS max(_id)#670262]
+- Project [_id#2692]
   +- LogicalRDD [_id#2692, title#2693, intent#2694, container#2695, screen#2696, cellX#2697, cellY#2698, spanX#2699, spanY#2700, itemType#2701, appWidgetId#2702, isShortcut#2703, iconType#2704, iconPackage#2705, iconResource#2706, icon#2707, uri#2708, displayMode#2709, appWidgetProvider#2710, modified#2711], false
"
"1";"Aggregate [count(1) AS count(1)#1346780L]
+- Project
   +- Filter ((((isnotnull(dueDate#78770) && isnotnull(completed#78772)) && (cast(dueDate#78770 as int) < 0)) && (cast(completed#78772 as int) = 0)) && parentId#78776 IN (136022368,136022428,136022430,136022431,136022422,136391902,136022426,136022424))
      +- LogicalRDD [id#78761, onlineId#78762, localId#78763, revision#78764, createdAt#78765, updatedAt#78766, syncState#78767, deletedLocally#78768, title#78769, dueDate#78770, starred#78771, completed#78772, completedAt#78773, completedById#78774, assigneeId#78775, parentId#78776, createdById#78777, type#78778, lastKnownApiState#78779, recurrenceType#78780, recurrenceCount#78781], false
"
"1";"LocalLimit 10
+- Sort [lastTouched#11313 DESC NULLS LAST], true
   +- Project [_id#11301, canonicalName#11302, CASE WHEN (canonicalName#11302 = ^f) THEN 0 WHEN (canonicalName#11302 = ^^out) THEN 0 WHEN (canonicalName#11302 = ^i) THEN 0 WHEN (canonicalName#11302 = ^r) THEN 0 WHEN (canonicalName#11302 = ^b) THEN 0 WHEN (canonicalName#11302 = ^all) THEN 0 WHEN (canonicalName#11302 = ^u) THEN 0 WHEN (canonicalName#11302 = ^k) THEN 0 WHEN (canonicalName#11302 = ^s) THEN 0 WHEN (canonicalName#11302 = ^t) THEN 0 WHEN (canonicalName#11302 = ^g) THEN 0 WHEN (canonicalName#11302 = ^io_im) THEN 0 WHEN (canonicalName#11302 = ^iim) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_personal) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_social) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_promo) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_notification) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_group) THEN 0 ELSE name#11303 END AS name#605101, numConversations#11304, numUnreadConversations#11305, numUnseenConversations#11314, color#11306, systemLabel#11307, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, lastTouched#11313, lastMessageTimestamp#11315, CASE WHEN (cast(systemLabel#11307 as int) = 0) THEN canonicalName#11302 ELSE systemLabelOrder#11308 END AS sortOrder#605102]
      +- Filter (((((isnotnull(hidden#11309) && isnotnull(lastTouched#11313)) && (NOT (canonicalName#11302 = ) || NOT (name#11303 = ))) && (cast(hidden#11309 as int) = 0)) && NOT (cast(lastTouched#11313 as int) = 0)) && (cast(lastTouched#11313 as int) < 0))
         +- LogicalRDD [_id#11301, canonicalName#11302, name#11303, numConversations#11304, numUnreadConversations#11305, color#11306, systemLabel#11307, systemLabelOrder#11308, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, visibility#11312, lastTouched#11313, numUnseenConversations#11314, lastMessageTimestamp#11315], false
"
"1";"Filter ((((((isnotnull(m_type#15291) && isnotnull(msg_box#15282)) && isnotnull(thread_id#15279)) && (cast(thread_id#15279 as int) = 0)) && NOT (cast(msg_box#15282 as int) = 0)) && NOT (cast(msg_box#15282 as int) = 0)) && (cast(m_type#15291 as int) = 0))
+- LogicalRDD [_id#15278, thread_id#15279, date#15280, date_sent#15281, msg_box#15282, read#15283, m_id#15284, sub#15285, sub_cs#15286, ct_t#15287, ct_l#15288, exp#15289, m_cls#15290, m_type#15291, v#15292, m_size#15293, pri#15294, rr#15295, rpt_a#15296, resp_st#15297, st#15298, tr_id#15299, retr_st#15300, retr_txt#15301, ... 9 more fields], false
"
"1";"LogicalRDD [_id#58850, date#58851, reference_number#58852, count#58853, sequence#58854, destination_port#58855, address#58856, pdu#58857], false
"
"1";"Project [_id#11301, canonicalName#11302, CASE WHEN (canonicalName#11302 = ^f) THEN 0 WHEN (canonicalName#11302 = ^^out) THEN 0 WHEN (canonicalName#11302 = ^i) THEN 0 WHEN (canonicalName#11302 = ^r) THEN 0 WHEN (canonicalName#11302 = ^b) THEN 0 WHEN (canonicalName#11302 = ^all) THEN 0 WHEN (canonicalName#11302 = ^u) THEN 0 WHEN (canonicalName#11302 = ^k) THEN 0 WHEN (canonicalName#11302 = ^s) THEN 0 WHEN (canonicalName#11302 = ^t) THEN 0 WHEN (canonicalName#11302 = ^g) THEN 0 WHEN (canonicalName#11302 = ^io_im) THEN 0 WHEN (canonicalName#11302 = ^iim) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_personal) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_social) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_promo) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_notification) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_group) THEN 0 ELSE name#11303 END AS name#1026566, numConversations#11304, numUnreadConversations#11305, numUnseenConversations#11314, color#11306, systemLabel#11307, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, lastTouched#11313, lastMessageTimestamp#11315, CASE WHEN (cast(systemLabel#11307 as int) = 0) THEN canonicalName#11302 ELSE systemLabelOrder#11308 END AS sortOrder#1026567]
+- Filter (((((isnotnull(hidden#11309) && isnotnull(lastTouched#11313)) && (NOT (canonicalName#11302 = ) || NOT (name#11303 = ))) && (cast(hidden#11309 as int) = 0)) && NOT (cast(lastTouched#11313 as int) = 0)) && (cast(lastTouched#11313 as int) < 0))
   +- LogicalRDD [_id#11301, canonicalName#11302, name#11303, numConversations#11304, numUnreadConversations#11305, color#11306, systemLabel#11307, systemLabelOrder#11308, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, visibility#11312, lastTouched#11313, numUnseenConversations#11314, lastMessageTimestamp#11315], false
"
"1";"Project [_id#11301, canonicalName#11302, CASE WHEN (canonicalName#11302 = ^f) THEN 0 WHEN (canonicalName#11302 = ^^out) THEN 0 WHEN (canonicalName#11302 = ^i) THEN 0 WHEN (canonicalName#11302 = ^r) THEN 0 WHEN (canonicalName#11302 = ^b) THEN 0 WHEN (canonicalName#11302 = ^all) THEN 0 WHEN (canonicalName#11302 = ^u) THEN 0 WHEN (canonicalName#11302 = ^k) THEN 0 WHEN (canonicalName#11302 = ^s) THEN 0 WHEN (canonicalName#11302 = ^t) THEN 0 WHEN (canonicalName#11302 = ^g) THEN 0 WHEN (canonicalName#11302 = ^io_im) THEN 0 WHEN (canonicalName#11302 = ^iim) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_personal) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_social) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_promo) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_notification) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_group) THEN 0 ELSE name#11303 END AS name#1029378, numConversations#11304, numUnreadConversations#11305, numUnseenConversations#11314, color#11306, systemLabel#11307, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, lastTouched#11313, lastMessageTimestamp#11315, CASE WHEN (cast(systemLabel#11307 as int) = 0) THEN canonicalName#11302 ELSE systemLabelOrder#11308 END AS sortOrder#1029379]
+- Filter ((isnotnull(hidden#11309) && (NOT (canonicalName#11302 = ) || NOT (name#11303 = ))) && (cast(hidden#11309 as int) = 0))
   +- LogicalRDD [_id#11301, canonicalName#11302, name#11303, numConversations#11304, numUnreadConversations#11305, color#11306, systemLabel#11307, systemLabelOrder#11308, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, visibility#11312, lastTouched#11313, numUnseenConversations#11314, lastMessageTimestamp#11315], false
"
"1";"LogicalRDD [id#43977, category#43978, set_order#43979, dw_complete#43980, sv#43981, v#43982], false
"
"1";"Aggregate [max(_id#94348) AS max(_id)#1289992]
+- Project [_id#94348]
   +- LogicalRDD [_id#94348, screenRank#94349, modified#94350], false
"
"1";"Project [_id#79783, length(log_event#79786) AS length(log_event)#596941]
+- Filter (isnotnull(play_logger_context_id#79785) && (cast(play_logger_context_id#79785 as int) = 0))
   +- LogicalRDD [_id#79783, hash#79784, play_logger_context_id#79785, log_event#79786], false
"
"1";"Sort [lastmod#65444 DESC NULLS LAST], true
+- Project [_id#65429, _data#65436 AS local_filename#993225, mediaprovider_uri#65464, destination#65438, title#65456, description#65457, uri#65430, status#65442, hint#65434, mimetype#65437 AS media_type#993226, total_bytes#65451 AS total_size#993227, lastmod#65444 AS last_modified_timestamp#993228, current_bytes#65452 AS bytes_so_far#993229, allow_write#65468, lastmod#65444]
   +- Filter ((((isnotnull(_id#65429) && isnotnull(deleted#65465)) && (cast(_id#65429 as int) = 0)) && NOT (deleted#65465 = 1)) && ((cast(uid#65454 as int) = 0) || (cast(otheruid#65455 as int) = 0)))
      +- LogicalRDD [_id#65429, uri#65430, method#65431, entity#65432, no_integrity#65433, hint#65434, otaupdate#65435, _data#65436, mimetype#65437, destination#65438, no_system#65439, visibility#65440, control#65441, status#65442, numfailed#65443, lastmod#65444, notificationpackage#65445, notificationclass#65446, notificationextras#65447, cookiedata#65448, useragent#65449, referer#65450, total_bytes#65451, current_bytes#65452, ... 16 more fields], false
"
"1";"Aggregate [max(_id#54541) AS max(_id)#889998]
+- Project [_id#54541]
   +- LogicalRDD [_id#54541, typekey#54542, language#54543, metadata#54544], false
"
"1";"Aggregate [min(_id#28964) AS min(_id)#459325, max(_id#28964) AS max(_id)#459326]
+- Project [_id#28964]
   +- LogicalRDD [_id#28964, type#28965, action#28966, messageId#28967, conversationId#28968, labelId#28969], false
"
"1";"Project [_id#11301, canonicalName#11302, CASE WHEN (canonicalName#11302 = ^f) THEN 0 WHEN (canonicalName#11302 = ^^out) THEN 0 WHEN (canonicalName#11302 = ^i) THEN 0 WHEN (canonicalName#11302 = ^r) THEN 0 WHEN (canonicalName#11302 = ^b) THEN 0 WHEN (canonicalName#11302 = ^all) THEN 0 WHEN (canonicalName#11302 = ^u) THEN 0 WHEN (canonicalName#11302 = ^k) THEN 0 WHEN (canonicalName#11302 = ^s) THEN 0 WHEN (canonicalName#11302 = ^t) THEN 0 WHEN (canonicalName#11302 = ^g) THEN 0 WHEN (canonicalName#11302 = ^io_im) THEN 0 WHEN (canonicalName#11302 = ^iim) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_personal) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_social) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_promo) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_notification) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_group) THEN 0 ELSE name#11303 END AS name#297380, numConversations#11304, numUnreadConversations#11305, numUnseenConversations#11314, color#11306, systemLabel#11307, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, lastTouched#11313, lastMessageTimestamp#11315, CASE WHEN (cast(systemLabel#11307 as int) = 0) THEN canonicalName#11302 ELSE systemLabelOrder#11308 END AS sortOrder#297381]
+- Filter (((isnotnull(canonicalName#11302) && isnotnull(hidden#11309)) && (canonicalName#11302 = 0)) && (cast(hidden#11309 as int) = 0))
   +- LogicalRDD [_id#11301, canonicalName#11302, name#11303, numConversations#11304, numUnreadConversations#11305, color#11306, systemLabel#11307, systemLabelOrder#11308, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, visibility#11312, lastTouched#11313, numUnseenConversations#11314, lastMessageTimestamp#11315], false
"
"1";"Aggregate [count(1) AS count(1)#1324537L]
+- Project
   +- Filter ((((isnotnull(starred#78771) && isnotnull(completed#78772)) && (cast(starred#78771 as int) = 0)) && (cast(completed#78772 as int) = 0)) && parentId#78776 IN (136022368,136022428,136022430,136022431,136022422,136022426,136022424,136391902))
      +- LogicalRDD [id#78761, onlineId#78762, localId#78763, revision#78764, createdAt#78765, updatedAt#78766, syncState#78767, deletedLocally#78768, title#78769, dueDate#78770, starred#78771, completed#78772, completedAt#78773, completedById#78774, assigneeId#78775, parentId#78776, createdById#78777, type#78778, lastKnownApiState#78779, recurrenceType#78780, recurrenceCount#78781], false
"
"1";"Sort [systemLabel#11307 DESC NULLS LAST, sortOrder#369631 ASC NULLS FIRST], true
+- Project [_id#11301, canonicalName#11302, CASE WHEN (canonicalName#11302 = ^f) THEN 0 WHEN (canonicalName#11302 = ^^out) THEN 0 WHEN (canonicalName#11302 = ^i) THEN 0 WHEN (canonicalName#11302 = ^r) THEN 0 WHEN (canonicalName#11302 = ^b) THEN 0 WHEN (canonicalName#11302 = ^all) THEN 0 WHEN (canonicalName#11302 = ^u) THEN 0 WHEN (canonicalName#11302 = ^k) THEN 0 WHEN (canonicalName#11302 = ^s) THEN 0 WHEN (canonicalName#11302 = ^t) THEN 0 WHEN (canonicalName#11302 = ^g) THEN 0 WHEN (canonicalName#11302 = ^io_im) THEN 0 WHEN (canonicalName#11302 = ^iim) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_personal) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_social) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_promo) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_notification) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_group) THEN 0 ELSE name#11303 END AS name#369630, numConversations#11304, numUnreadConversations#11305, numUnseenConversations#11314, color#11306, systemLabel#11307, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, lastTouched#11313, lastMessageTimestamp#11315, CASE WHEN (cast(systemLabel#11307 as int) = 0) THEN canonicalName#11302 ELSE systemLabelOrder#11308 END AS sortOrder#369631]
   +- Filter (((isnotnull(canonicalName#11302) && isnotnull(hidden#11309)) && (canonicalName#11302 = 0)) && (cast(hidden#11309 as int) = 0))
      +- LogicalRDD [_id#11301, canonicalName#11302, name#11303, numConversations#11304, numUnreadConversations#11305, color#11306, systemLabel#11307, systemLabelOrder#11308, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, visibility#11312, lastTouched#11313, numUnseenConversations#11314, lastMessageTimestamp#11315], false
"
"1";"Project [contact_id#107802, mimetype#90536, data1#57359, data2#57360, data3#57361, data4#57362, data5#57363, data6#57364, data7#57365, data8#57366, data9#57367, data10#57368, data11#57369, data12#57370, data13#57371, data14#57372, mimetype_id#57353, is_super_primary#57357, _id#57351]
+- Join Inner, (account_id#107796 = _id#35595)
   :- Project [_id#57351, mimetype_id#57353, is_super_primary#57357, data1#57359, data2#57360, data3#57361, data4#57362, data5#57363, data6#57364, data7#57365, data8#57366, data9#57367, data10#57368, data11#57369, data12#57370, data13#57371, data14#57372, mimetype#90536, account_id#107796, contact_id#107802]
   :  +- Join Inner, (raw_contact_id#57354 = _id#107795)
   :     :- Project [_id#57351, mimetype_id#57353, raw_contact_id#57354, is_super_primary#57357, data1#57359, data2#57360, data3#57361, data4#57362, data5#57363, data6#57364, data7#57365, data8#57366, data9#57367, data10#57368, data11#57369, data12#57370, data13#57371, data14#57372, mimetype#90536]
   :     :  +- Join Inner, (mimetype_id#57353 = _id#90535)
   :     :     :- Project [_id#57351, mimetype_id#57353, raw_contact_id#57354, is_super_primary#57357, data1#57359, data2#57360, data3#57361, data4#57362, data5#57363, data6#57364, data7#57365, data8#57366, data9#57367, data10#57368, data11#57369, data12#57370, data13#57371, data14#57372]
   :     :     :  +- Filter ((isnotnull(mimetype_id#57353) && isnotnull(raw_contact_id#57354)) && (raw_contact_id#57354 = 1087))
   :     :     :     +- LogicalRDD [_id#57351, package_id#57352, mimetype_id#57353, raw_contact_id#57354, is_read_only#57355, is_primary#57356, is_super_primary#57357, data_version#57358, data1#57359, data2#57360, data3#57361, data4#57362, data5#57363, data6#57364, data7#57365, data8#57366, data9#57367, data10#57368, data11#57369, data12#57370, data13#57371, data14#57372, data15#57373, data_sync1#57374, ... 3 more fields], false
   :     :     +- Filter isnotnull(_id#90535)
   :     :        +- LogicalRDD [_id#90535, mimetype#90536], false
   :     +- Project [_id#107795, account_id#107796, contact_id#107802]
   :        +- Filter ((isnotnull(_id#107795) && (_id#107795 = 1087)) && isnotnull(account_id#107796))
   :           +- LogicalRDD [_id#107795, account_id#107796, sourceid#107797, raw_contact_is_read_only#107798, version#107799, dirty#107800, deleted#107801, contact_id#107802, aggregation_mode#107803, aggregation_needed#107804, custom_ringtone#107805, send_to_voicemail#107806, times_contacted#107807, last_time_contacted#107808, starred#107809, pinned#107810, display_name#107811, display_name_alt#107812, display_name_source#107813, phonetic_name#107814, phonetic_name_style#107815, sort_key#107816, phonebook_label#107817, phonebook_bucket#107818, ... 8 more fields], false
   +- Project [_id#35595]
      +- Filter isnotnull(_id#35595)
         +- LogicalRDD [_id#35595, account_name#35596, account_type#35597, data_set#35598], false
"
"1";"Sort [systemLabel#11307 DESC NULLS LAST, sortOrder#1294614 ASC NULLS FIRST], true
+- Project [_id#11301, canonicalName#11302, CASE WHEN (canonicalName#11302 = ^f) THEN 0 WHEN (canonicalName#11302 = ^^out) THEN 0 WHEN (canonicalName#11302 = ^i) THEN 0 WHEN (canonicalName#11302 = ^r) THEN 0 WHEN (canonicalName#11302 = ^b) THEN 0 WHEN (canonicalName#11302 = ^all) THEN 0 WHEN (canonicalName#11302 = ^u) THEN 0 WHEN (canonicalName#11302 = ^k) THEN 0 WHEN (canonicalName#11302 = ^s) THEN 0 WHEN (canonicalName#11302 = ^t) THEN 0 WHEN (canonicalName#11302 = ^g) THEN 0 WHEN (canonicalName#11302 = ^io_im) THEN 0 WHEN (canonicalName#11302 = ^iim) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_personal) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_social) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_promo) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_notification) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_group) THEN 0 ELSE name#11303 END AS name#1294613, numConversations#11304, numUnreadConversations#11305, numUnseenConversations#11314, color#11306, systemLabel#11307, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, lastTouched#11313, lastMessageTimestamp#11315, CASE WHEN (cast(systemLabel#11307 as int) = 0) THEN canonicalName#11302 ELSE systemLabelOrder#11308 END AS sortOrder#1294614]
   +- Filter (((isnotnull(canonicalName#11302) && isnotnull(hidden#11309)) && (canonicalName#11302 = 0)) && (cast(hidden#11309 as int) = 0))
      +- LogicalRDD [_id#11301, canonicalName#11302, name#11303, numConversations#11304, numUnreadConversations#11305, color#11306, systemLabel#11307, systemLabelOrder#11308, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, visibility#11312, lastTouched#11313, numUnseenConversations#11314, lastMessageTimestamp#11315], false
"
"1";"Sort [systemLabel#11307 DESC NULLS LAST, sortOrder#371518 ASC NULLS FIRST], true
+- Project [_id#11301, canonicalName#11302, CASE WHEN (canonicalName#11302 = ^f) THEN 0 WHEN (canonicalName#11302 = ^^out) THEN 0 WHEN (canonicalName#11302 = ^i) THEN 0 WHEN (canonicalName#11302 = ^r) THEN 0 WHEN (canonicalName#11302 = ^b) THEN 0 WHEN (canonicalName#11302 = ^all) THEN 0 WHEN (canonicalName#11302 = ^u) THEN 0 WHEN (canonicalName#11302 = ^k) THEN 0 WHEN (canonicalName#11302 = ^s) THEN 0 WHEN (canonicalName#11302 = ^t) THEN 0 WHEN (canonicalName#11302 = ^g) THEN 0 WHEN (canonicalName#11302 = ^io_im) THEN 0 WHEN (canonicalName#11302 = ^iim) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_personal) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_social) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_promo) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_notification) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_group) THEN 0 ELSE name#11303 END AS name#371517, numConversations#11304, numUnreadConversations#11305, numUnseenConversations#11314, color#11306, systemLabel#11307, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, lastTouched#11313, lastMessageTimestamp#11315, CASE WHEN (cast(systemLabel#11307 as int) = 0) THEN canonicalName#11302 ELSE systemLabelOrder#11308 END AS sortOrder#371518]
   +- Filter ((isnotnull(hidden#11309) && (NOT (canonicalName#11302 = ) || NOT (name#11303 = ))) && (cast(hidden#11309 as int) = 0))
      +- LogicalRDD [_id#11301, canonicalName#11302, name#11303, numConversations#11304, numUnreadConversations#11305, color#11306, systemLabel#11307, systemLabelOrder#11308, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, visibility#11312, lastTouched#11313, numUnseenConversations#11314, lastMessageTimestamp#11315], false
"
"1";"Aggregate [min(_id#28964) AS min(_id)#376310, max(_id#28964) AS max(_id)#376311]
+- Project [_id#28964]
   +- LogicalRDD [_id#28964, type#28965, action#28966, messageId#28967, conversationId#28968, labelId#28969], false
"
"1";"Sort [systemLabel#11307 DESC NULLS LAST, sortOrder#425960 ASC NULLS FIRST], true
+- Project [_id#11301, canonicalName#11302, CASE WHEN (canonicalName#11302 = ^f) THEN 0 WHEN (canonicalName#11302 = ^^out) THEN 0 WHEN (canonicalName#11302 = ^i) THEN 0 WHEN (canonicalName#11302 = ^r) THEN 0 WHEN (canonicalName#11302 = ^b) THEN 0 WHEN (canonicalName#11302 = ^all) THEN 0 WHEN (canonicalName#11302 = ^u) THEN 0 WHEN (canonicalName#11302 = ^k) THEN 0 WHEN (canonicalName#11302 = ^s) THEN 0 WHEN (canonicalName#11302 = ^t) THEN 0 WHEN (canonicalName#11302 = ^g) THEN 0 WHEN (canonicalName#11302 = ^io_im) THEN 0 WHEN (canonicalName#11302 = ^iim) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_personal) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_social) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_promo) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_notification) THEN 0 WHEN (canonicalName#11302 = ^sq_ig_i_group) THEN 0 ELSE name#11303 END AS name#425959, numConversations#11304, numUnreadConversations#11305, numUnseenConversations#11314, color#11306, systemLabel#11307, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, lastTouched#11313, lastMessageTimestamp#11315, CASE WHEN (cast(systemLabel#11307 as int) = 0) THEN canonicalName#11302 ELSE systemLabelOrder#11308 END AS sortOrder#425960]
   +- Filter ((isnotnull(hidden#11309) && (NOT (canonicalName#11302 = ) || NOT (name#11303 = ))) && (cast(hidden#11309 as int) = 0))
      +- LogicalRDD [_id#11301, canonicalName#11302, name#11303, numConversations#11304, numUnreadConversations#11305, color#11306, systemLabel#11307, systemLabelOrder#11308, hidden#11309, labelCountDisplayBehavior#11310, labelSyncPolicy#11311, visibility#11312, lastTouched#11313, numUnseenConversations#11314, lastMessageTimestamp#11315], false
"
"1";"Aggregate [min(_id#28964) AS min(_id)#1373149, max(_id#28964) AS max(_id)#1373150]
+- Project [_id#28964]
   +- LogicalRDD [_id#28964, type#28965, action#28966, messageId#28967, conversationId#28968, labelId#28969], false
"
